,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,time
5568,0.0,0.0,36.0,32.0,1.0,4.0,1.0,0.0,2,15.0
451,0.0,0.0,132.0,81.0,0.0,0.0,0.0,0.0,2,25.0
4690,0.0,0.0,73.0,22.0,10.0,0.0,0.0,0.0,3,15.0
1294,0.0,0.0,116.0,49.0,3.0,0.0,0.0,0.0,3,15.0
3762,1.0,0.0,42.0,45.0,0.0,1.0,0.0,0.0,1,11.0
364,0.0,0.0,21.0,26.0,0.0,1.0,1.0,0.0,3,6.0
5988,1.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,2,1.0
6821,0.0,0.0,33.0,33.0,0.0,5.0,1.0,0.0,2,15.0
2484,1.0,0.0,73.0,54.0,0.0,0.0,0.0,0.0,2,15.0
22,0.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,1,1.0
2085,0.0,0.0,25.0,22.0,3.0,0.0,1.0,0.0,2,6.0
1668,0.0,0.0,51.0,29.0,3.0,1.0,3.0,0.0,3,15.0
709,0.0,0.0,73.0,56.0,0.0,0.0,0.0,0.0,4,15.0
7148,0.0,0.0,39.0,39.0,4.0,5.0,1.0,0.0,4,23.0
2769,0.0,0.0,33.0,12.0,2.0,3.0,2.0,0.0,1,8.0
1388,1.0,0.0,84.0,48.0,0.0,2.0,0.0,0.0,3,15.0
6041,0.0,0.0,46.0,18.0,5.0,0.0,1.0,0.0,2,15.0
2492,1.0,0.0,32.0,47.0,0.0,0.0,0.0,0.0,2,9.0
3789,1.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,2,1.0
2349,0.0,0.0,47.0,7.0,5.0,1.0,0.0,0.0,2,15.0
463,0.0,0.0,34.0,30.0,3.0,0.0,1.0,0.0,3,7.0
4223,0.0,0.0,24.0,24.0,4.0,0.0,2.0,0.0,1,15.0
4121,0.0,0.0,52.0,25.0,1.0,0.0,0.0,0.0,3,15.0
1499,0.0,1.0,66.0,55.0,3.0,0.0,1.0,0.0,1,15.0
3711,0.0,0.0,24.0,29.0,2.0,0.0,0.0,0.0,2,15.0
285,0.0,0.0,141.0,113.0,0.0,0.0,0.0,0.0,1,15.0
4598,0.0,0.0,33.0,22.0,3.0,2.0,1.0,1.0,2,15.0
4348,0.0,0.0,38.0,46.0,2.0,1.0,2.0,1.0,1,15.0
3568,0.0,0.0,9.0,20.0,6.0,1.0,0.0,0.0,2,15.0
6893,0.0,0.0,66.0,36.0,3.0,9.0,1.0,0.0,2,15.0
2605,0.0,0.0,10.0,5.0,4.0,0.0,1.0,1.0,2,5.0
1380,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,4,1.0
6703,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,2,1.0
4990,0.0,0.0,68.0,54.0,4.0,4.0,1.0,2.0,2,15.0
602,0.0,1.0,38.0,20.0,1.0,0.0,3.0,0.0,1,13.0
4391,0.0,1.0,94.0,44.0,5.0,0.0,0.0,0.0,2,15.0
6037,0.0,0.0,74.0,51.0,0.0,3.0,0.0,0.0,3,15.0
7421,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4,0.0
6999,0.0,0.0,11.0,12.0,4.0,0.0,3.0,0.0,3,6.0
6137,1.0,0.0,84.0,24.0,0.0,1.0,0.0,0.0,2,15.0
3499,0.0,0.0,81.0,37.0,1.0,1.0,0.0,0.0,1,15.0
4750,0.0,0.0,66.0,47.0,1.0,0.0,0.0,0.0,2,15.0
3016,1.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,3,1.0
6613,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,2,4.0
2568,2.0,0.0,54.0,47.0,4.0,0.0,0.0,0.0,1,15.0
5515,0.0,0.0,11.0,8.0,0.0,0.0,1.0,0.0,2,2.0
5437,0.0,0.0,7.0,10.0,0.0,2.0,2.0,0.0,1,8.0
4104,1.0,0.0,74.0,31.0,0.0,3.0,0.0,0.0,2,15.0
4026,1.0,0.0,25.0,5.0,0.0,1.0,0.0,0.0,4,7.0
7179,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,3,3.0
692,0.0,0.0,74.0,77.0,2.0,0.0,0.0,0.0,1,15.0
4741,0.0,1.0,22.0,35.0,3.0,0.0,2.0,0.0,2,15.0
3273,0.0,0.0,42.0,8.0,1.0,0.0,0.0,0.0,2,4.0
5749,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2,0.0
4122,0.0,0.0,71.0,20.0,0.0,1.0,0.0,0.0,4,15.0
2863,0.0,0.0,84.0,60.0,0.0,1.0,0.0,0.0,2,25.0
3731,0.0,0.0,21.0,4.0,0.0,1.0,1.0,0.0,1,4.0
6519,0.0,0.0,34.0,4.0,1.0,0.0,1.0,0.0,3,7.0
4078,0.0,0.0,25.0,10.0,6.0,0.0,0.0,3.0,2,15.0
2253,0.0,0.0,109.0,51.0,0.0,0.0,0.0,0.0,2,15.0
5420,0.0,0.0,29.0,2.0,5.0,0.0,2.0,0.0,3,9.0
2344,0.0,1.0,54.0,64.0,0.0,0.0,0.0,0.0,1,15.0
524,0.0,0.0,28.0,10.0,1.0,1.0,1.0,0.0,2,9.0
525,0.0,0.0,53.0,47.0,5.0,0.0,0.0,0.0,2,15.0
7170,0.0,0.0,19.0,6.0,3.0,1.0,1.0,0.0,4,8.0
5981,0.0,0.0,65.0,68.0,0.0,4.0,0.0,0.0,2,15.0
5978,1.0,0.0,25.0,17.0,0.0,2.0,2.0,0.0,2,12.0
5604,1.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,3,2.0
787,3.0,0.0,42.0,20.0,1.0,1.0,0.0,0.0,2,5.0
5812,0.0,0.0,19.0,23.0,6.0,0.0,1.0,0.0,2,15.0
5036,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,2,1.0
658,0.0,0.0,20.0,14.0,4.0,0.0,2.0,0.0,2,8.0
5536,1.0,0.0,61.0,48.0,1.0,0.0,0.0,0.0,1,9.0
2218,0.0,0.0,14.0,37.0,1.0,0.0,1.0,0.0,3,7.0
372,0.0,0.0,66.0,85.0,1.0,0.0,0.0,0.0,1,15.0
6583,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,3,0.0
4254,0.0,0.0,11.0,23.0,5.0,0.0,2.0,0.0,2,15.0
380,0.0,0.0,85.0,44.0,2.0,0.0,0.0,0.0,4,15.0
5231,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4,2.0
2239,0.0,0.0,43.0,47.0,1.0,2.0,2.0,1.0,3,15.0
5656,0.0,1.0,36.0,30.0,6.0,0.0,2.0,0.0,3,15.0
1627,0.0,0.0,50.0,28.0,0.0,0.0,0.0,0.0,1,15.0
6672,0.0,0.0,23.0,40.0,6.0,2.0,0.0,0.0,3,15.0
3664,0.0,0.0,89.0,30.0,0.0,0.0,0.0,0.0,3,15.0
971,3.0,0.0,159.0,271.0,0.0,1.0,0.0,0.0,1,25.0
6691,0.0,0.0,66.0,27.0,2.0,5.0,3.0,0.0,3,14.0
6970,0.0,0.0,49.0,28.0,1.0,0.0,1.0,0.0,4,7.0
7309,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,4,1.0
362,0.0,1.0,61.0,25.0,2.0,0.0,1.0,2.0,3,15.0
3876,2.0,0.0,72.0,40.0,6.0,0.0,0.0,1.0,1,15.0
4973,0.0,0.0,33.0,26.0,5.0,0.0,0.0,0.0,2,15.0
1256,0.0,0.0,115.0,81.0,0.0,0.0,0.0,0.0,2,15.0
5183,1.0,0.0,65.0,12.0,1.0,0.0,0.0,1.0,3,15.0
3728,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,1,0.0
6280,0.0,0.0,35.0,80.0,0.0,0.0,0.0,0.0,3,25.0
2591,0.0,0.0,12.0,29.0,1.0,0.0,1.0,0.0,4,7.0
3453,0.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,2,15.0
2056,0.0,0.0,86.0,40.0,3.0,0.0,0.0,0.0,1,15.0
779,0.0,0.0,74.0,33.0,1.0,0.0,0.0,0.0,3,15.0
6830,0.0,0.0,35.0,28.0,3.0,0.0,0.0,0.0,3,14.0
3593,0.0,0.0,59.0,47.0,4.0,0.0,4.0,0.0,2,15.0
7029,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3,2.0
6793,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,2,2.0
4920,0.0,0.0,28.0,36.0,1.0,0.0,0.0,0.0,3,25.0
4571,0.0,0.0,49.0,9.0,9.0,0.0,0.0,0.0,3,15.0
1689,2.0,0.0,43.0,18.0,0.0,0.0,0.0,0.0,3,5.0
368,0.0,0.0,115.0,56.0,2.0,3.0,0.0,1.0,2,15.0
5956,0.0,0.0,25.0,21.0,3.0,0.0,0.0,2.0,2,15.0
5570,1.0,0.0,50.0,18.0,0.0,0.0,0.0,0.0,1,15.0
4367,0.0,0.0,51.0,47.0,2.0,0.0,0.0,0.0,2,15.0
147,0.0,0.0,45.0,46.0,4.0,0.0,0.0,0.0,1,15.0
6535,0.0,0.0,30.0,7.0,2.0,0.0,3.0,4.0,3,12.0
3115,0.0,0.0,76.0,91.0,1.0,0.0,0.0,0.0,1,15.0
5862,0.0,1.0,42.0,31.0,4.0,2.0,1.0,0.0,2,15.0
410,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1,1.0
6862,1.0,0.0,13.0,8.0,0.0,2.0,0.0,0.0,2,4.0
3487,0.0,0.0,34.0,34.0,6.0,0.0,2.0,0.0,1,15.0
4222,0.0,0.0,50.0,18.0,3.0,0.0,0.0,1.0,1,15.0
3607,0.0,0.0,20.0,12.0,1.0,0.0,0.0,0.0,3,4.0
3301,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,2,2.0
1040,2.0,0.0,70.0,72.0,3.0,2.0,0.0,1.0,1,15.0
4869,1.0,2.0,23.0,48.0,0.0,1.0,0.0,0.0,3,11.0
864,0.0,0.0,12.0,31.0,4.0,0.0,0.0,0.0,3,15.0
3963,0.0,0.0,95.0,76.0,1.0,0.0,0.0,0.0,1,14.0
78,0.0,0.0,61.0,33.0,4.0,0.0,0.0,0.0,2,15.0
2271,0.0,0.0,36.0,85.0,3.0,0.0,0.0,0.0,1,15.0
5496,1.0,2.0,23.0,73.0,0.0,2.0,0.0,0.0,3,9.0
7308,0.0,0.0,23.0,2.0,1.0,0.0,1.0,0.0,3,2.0
6833,0.0,0.0,14.0,18.0,6.0,0.0,1.0,1.0,2,15.0
5507,0.0,0.0,42.0,44.0,0.0,0.0,0.0,0.0,3,15.0
795,0.0,0.0,47.0,40.0,0.0,2.0,0.0,0.0,4,15.0
2303,0.0,0.0,50.0,60.0,0.0,4.0,0.0,0.0,3,15.0
4134,0.0,0.0,78.0,63.0,0.0,0.0,0.0,0.0,1,15.0
3934,0.0,0.0,46.0,23.0,0.0,1.0,0.0,0.0,3,6.0
4843,1.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,2,1.0
6174,2.0,1.0,17.0,16.0,0.0,0.0,0.0,0.0,3,4.0
3663,1.0,0.0,24.0,16.0,2.0,0.0,0.0,0.0,3,9.0
5559,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4,1.0
427,1.0,0.0,126.0,66.0,3.0,0.0,0.0,0.0,1,25.0
395,0.0,0.0,89.0,59.0,1.0,0.0,0.0,0.0,3,15.0
5542,0.0,0.0,35.0,22.0,0.0,2.0,0.0,0.0,3,15.0
7012,0.0,0.0,27.0,8.0,4.0,1.0,3.0,0.0,3,10.0
4240,2.0,0.0,38.0,35.0,0.0,1.0,0.0,0.0,2,10.0
2696,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,2,1.0
6798,0.0,1.0,15.0,16.0,1.0,0.0,1.0,0.0,3,4.0
5023,1.0,0.0,32.0,24.0,1.0,0.0,1.0,0.0,2,8.0
3524,0.0,0.0,19.0,5.0,1.0,0.0,0.0,0.0,4,2.0
1471,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2,2.0
5360,0.0,0.0,32.0,57.0,7.0,0.0,1.0,1.0,2,15.0
4929,1.0,0.0,39.0,44.0,1.0,3.0,1.0,0.0,2,15.0
3872,0.0,1.0,50.0,25.0,6.0,0.0,0.0,0.0,2,15.0
7366,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,4,3.0
5750,0.0,0.0,52.0,29.0,2.0,4.0,1.0,2.0,1,15.0
7071,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,4,1.0
4764,0.0,0.0,60.0,42.0,5.0,0.0,0.0,0.0,1,15.0
5766,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2,0.0
2379,0.0,0.0,169.0,108.0,0.0,0.0,0.0,0.0,3,15.0
2466,0.0,0.0,178.0,181.0,1.0,0.0,0.0,1.0,2,25.0
5119,0.0,0.0,29.0,45.0,4.0,0.0,0.0,2.0,4,11.0
6819,0.0,0.0,27.0,6.0,9.0,1.0,0.0,2.0,2,15.0
5779,1.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,1,9.0
467,0.0,0.0,104.0,50.0,1.0,1.0,0.0,0.0,2,15.0
163,0.0,0.0,8.0,14.0,1.0,1.0,1.0,0.0,2,8.0
6435,1.0,0.0,45.0,37.0,7.0,0.0,0.0,0.0,3,15.0
6658,0.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,3,1.0
7120,1.0,0.0,21.0,3.0,0.0,2.0,3.0,0.0,2,15.0
7409,0.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0,4,5.0
2028,0.0,0.0,43.0,26.0,2.0,0.0,0.0,0.0,4,15.0
3111,0.0,0.0,95.0,56.0,1.0,2.0,0.0,0.0,1,15.0
909,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,3,1.0
6695,0.0,1.0,12.0,22.0,1.0,1.0,2.0,3.0,2,8.0
2317,0.0,0.0,37.0,23.0,5.0,2.0,2.0,0.0,2,13.0
4521,1.0,0.0,11.0,8.0,1.0,2.0,0.0,0.0,3,8.0
4645,0.0,0.0,13.0,24.0,4.0,0.0,7.0,0.0,2,15.0
3750,0.0,0.0,54.0,55.0,2.0,0.0,0.0,0.0,1,15.0
6168,0.0,0.0,54.0,39.0,1.0,2.0,0.0,0.0,2,15.0
1781,0.0,0.0,10.0,0.0,5.0,0.0,1.0,0.0,4,3.0
1562,2.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,1,3.0
3055,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,3,15.0
6522,1.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,3,6.0
2063,0.0,0.0,71.0,44.0,0.0,1.0,1.0,4.0,3,15.0
774,1.0,0.0,52.0,20.0,2.0,0.0,0.0,0.0,2,15.0
1521,2.0,0.0,86.0,25.0,0.0,1.0,0.0,0.0,1,13.0
7219,2.0,0.0,18.0,10.0,2.0,2.0,0.0,3.0,2,14.0
4557,0.0,0.0,120.0,67.0,0.0,2.0,0.0,0.0,1,15.0
4259,0.0,0.0,22.0,22.0,4.0,0.0,0.0,1.0,2,15.0
6177,1.0,0.0,49.0,3.0,0.0,0.0,0.0,0.0,4,3.0
5549,1.0,0.0,54.0,36.0,1.0,2.0,0.0,0.0,2,10.0
3322,0.0,0.0,47.0,26.0,1.0,3.0,0.0,0.0,1,15.0
828,0.0,0.0,8.0,10.0,1.0,0.0,1.0,0.0,1,1.0
1415,1.0,0.0,47.0,24.0,2.0,1.0,2.0,0.0,1,12.0
1394,0.0,0.0,26.0,7.0,5.0,0.0,1.0,0.0,2,9.0
2170,1.0,0.0,94.0,32.0,3.0,0.0,1.0,0.0,4,14.0
1652,1.0,0.0,120.0,40.0,0.0,1.0,0.0,0.0,3,15.0
7146,0.0,0.0,24.0,0.0,2.0,0.0,0.0,1.0,4,4.0
402,0.0,0.0,57.0,23.0,3.0,0.0,0.0,0.0,1,15.0
891,1.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,3,1.0
3596,0.0,0.0,86.0,3.0,5.0,0.0,1.0,0.0,3,13.0
6642,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2,5.0
1188,0.0,0.0,23.0,15.0,5.0,1.0,1.0,0.0,1,15.0
4284,2.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1,1.0
6091,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,3,1.0
2152,0.0,0.0,28.0,20.0,0.0,3.0,0.0,0.0,2,15.0
459,0.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0,4,2.0
1968,0.0,1.0,79.0,80.0,1.0,0.0,0.0,0.0,2,15.0
696,0.0,0.0,29.0,19.0,1.0,0.0,1.0,0.0,1,10.0
5872,0.0,0.0,78.0,65.0,1.0,1.0,0.0,0.0,2,15.0
7177,1.0,0.0,27.0,38.0,0.0,0.0,0.0,0.0,4,11.0
1971,2.0,0.0,37.0,33.0,0.0,0.0,0.0,0.0,2,5.0
2735,1.0,0.0,75.0,13.0,2.0,0.0,1.0,0.0,2,6.0
5508,0.0,0.0,31.0,35.0,3.0,0.0,0.0,0.0,2,15.0
4389,0.0,0.0,39.0,34.0,3.0,0.0,0.0,0.0,2,15.0
6455,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,3,3.0
1902,1.0,0.0,194.0,83.0,1.0,0.0,0.0,0.0,1,23.0
5592,0.0,0.0,47.0,6.0,2.0,0.0,0.0,0.0,2,7.0
6571,1.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,2,6.0
2518,1.0,0.0,32.0,31.0,0.0,1.0,0.0,0.0,2,4.0
3062,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2,0.0
3635,0.0,0.0,60.0,41.0,0.0,1.0,0.0,0.0,2,15.0
854,0.0,1.0,47.0,58.0,2.0,0.0,2.0,0.0,1,9.0
546,0.0,0.0,63.0,51.0,5.0,0.0,0.0,0.0,2,15.0
3759,0.0,0.0,56.0,39.0,1.0,0.0,0.0,0.0,2,15.0
4227,2.0,1.0,20.0,5.0,1.0,0.0,0.0,0.0,2,4.0
3713,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2,1.0
5933,0.0,0.0,19.0,17.0,1.0,0.0,1.0,0.0,1,3.0
6081,0.0,0.0,29.0,22.0,9.0,0.0,0.0,0.0,2,15.0
5103,2.0,0.0,39.0,9.0,0.0,0.0,1.0,0.0,3,15.0
2990,1.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,2,2.0
2553,0.0,0.0,64.0,38.0,0.0,0.0,0.0,0.0,2,15.0
1057,0.0,0.0,94.0,67.0,6.0,0.0,1.0,0.0,2,25.0
1978,0.0,1.0,56.0,42.0,1.0,0.0,0.0,0.0,4,15.0
2554,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4,0.0
7099,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2,3.0
239,1.0,0.0,21.0,3.0,5.0,0.0,6.0,0.0,1,8.0
1142,0.0,0.0,58.0,19.0,7.0,0.0,1.0,0.0,2,15.0
6988,0.0,0.0,48.0,14.0,1.0,3.0,3.0,0.0,2,15.0
4299,0.0,0.0,41.0,57.0,6.0,0.0,0.0,0.0,2,15.0
6121,1.0,0.0,19.0,6.0,0.0,0.0,1.0,0.0,4,4.0
5580,0.0,0.0,55.0,33.0,2.0,1.0,0.0,0.0,2,15.0
5728,0.0,0.0,56.0,25.0,2.0,0.0,0.0,0.0,2,15.0
3004,0.0,0.0,12.0,19.0,1.0,1.0,3.0,0.0,1,7.0
5883,0.0,0.0,42.0,22.0,2.0,0.0,2.0,3.0,1,11.0
6748,1.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,2,1.0
6520,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,3,1.0
3956,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3,0.0
3166,0.0,0.0,78.0,62.0,3.0,0.0,1.0,0.0,2,15.0
6633,0.0,0.0,40.0,50.0,1.0,1.0,0.0,0.0,3,15.0
4111,0.0,0.0,47.0,33.0,1.0,1.0,0.0,0.0,2,15.0
6390,0.0,0.0,34.0,31.0,3.0,2.0,0.0,0.0,2,15.0
3259,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,2,1.0
1843,1.0,0.0,35.0,2.0,1.0,1.0,0.0,2.0,4,5.0
598,0.0,0.0,21.0,10.0,4.0,0.0,0.0,0.0,2,4.0
2751,0.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,4,4.0
4177,0.0,0.0,71.0,31.0,1.0,0.0,1.0,0.0,2,12.0
564,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,2,4.0
6617,1.0,0.0,57.0,45.0,3.0,5.0,0.0,0.0,4,15.0
5227,0.0,0.0,10.0,26.0,4.0,1.0,0.0,1.0,1,15.0
246,1.0,0.0,93.0,28.0,0.0,0.0,1.0,0.0,4,9.0
4477,1.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,4,2.0
5454,0.0,0.0,15.0,8.0,1.0,1.0,2.0,0.0,3,6.0
408,1.0,0.0,95.0,83.0,0.0,1.0,0.0,0.0,3,15.0
1454,0.0,0.0,127.0,89.0,0.0,1.0,0.0,1.0,1,15.0
264,0.0,0.0,98.0,77.0,6.0,0.0,0.0,0.0,2,15.0
4983,0.0,0.0,47.0,44.0,3.0,1.0,0.0,0.0,2,15.0
6780,0.0,0.0,30.0,12.0,1.0,0.0,0.0,0.0,2,15.0
1704,0.0,1.0,46.0,40.0,4.0,0.0,2.0,0.0,3,11.0
1741,0.0,0.0,73.0,64.0,0.0,0.0,0.0,0.0,2,15.0
2520,0.0,0.0,37.0,31.0,2.0,0.0,1.0,0.0,2,9.0
4997,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3,1.0
343,0.0,1.0,21.0,18.0,1.0,0.0,1.0,0.0,1,3.0
5185,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,4,0.0
1615,0.0,0.0,38.0,21.0,1.0,3.0,1.0,0.0,1,13.0
4616,0.0,0.0,57.0,42.0,2.0,0.0,0.0,0.0,2,15.0
3760,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,4,1.0
7388,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,4,2.0
2811,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,1,3.0
1536,0.0,0.0,27.0,32.0,1.0,1.0,1.0,2.0,3,15.0
5531,1.0,0.0,57.0,72.0,0.0,2.0,3.0,0.0,2,13.0
6599,0.0,0.0,29.0,3.0,0.0,1.0,0.0,0.0,3,3.0
6884,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,3,1.0
6007,0.0,0.0,16.0,33.0,1.0,1.0,0.0,1.0,3,15.0
1783,0.0,0.0,78.0,34.0,3.0,1.0,0.0,0.0,2,21.0
7357,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4,1.0
4075,0.0,0.0,38.0,10.0,5.0,0.0,0.0,0.0,2,15.0
5873,1.0,0.0,21.0,12.0,2.0,0.0,0.0,0.0,2,3.0
6023,0.0,0.0,19.0,6.0,2.0,0.0,0.0,0.0,3,2.0
6948,0.0,0.0,23.0,18.0,9.0,0.0,0.0,2.0,3,15.0
366,0.0,0.0,18.0,3.0,2.0,1.0,1.0,0.0,1,3.0
7376,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2,0.0
6688,1.0,0.0,44.0,65.0,3.0,0.0,2.0,0.0,2,15.0
4765,2.0,0.0,34.0,29.0,0.0,4.0,0.0,0.0,2,12.0
4483,0.0,0.0,62.0,12.0,4.0,1.0,0.0,1.0,3,15.0
5923,1.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,3,2.0
6863,0.0,0.0,39.0,19.0,3.0,0.0,1.0,1.0,3,11.0
2586,1.0,0.0,19.0,18.0,0.0,2.0,0.0,0.0,4,5.0
5196,0.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,3,2.0
6813,1.0,0.0,62.0,11.0,4.0,1.0,0.0,0.0,3,15.0
6898,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0
3110,1.0,0.0,155.0,122.0,1.0,0.0,0.0,0.0,2,13.0
6847,1.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,4,3.0
2121,0.0,0.0,90.0,59.0,1.0,6.0,0.0,0.0,1,15.0
638,0.0,0.0,22.0,33.0,2.0,0.0,0.0,1.0,1,15.0
2517,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,2,2.0
2689,1.0,0.0,119.0,126.0,0.0,0.0,0.0,0.0,2,24.0
5383,0.0,1.0,54.0,75.0,1.0,0.0,0.0,0.0,2,15.0
4446,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,3,1.0
5455,0.0,0.0,164.0,160.0,0.0,3.0,0.0,0.0,2,15.0
5273,0.0,0.0,37.0,9.0,6.0,1.0,1.0,0.0,2,15.0
2358,1.0,0.0,50.0,15.0,0.0,1.0,0.0,0.0,1,9.0
5696,0.0,0.0,17.0,7.0,3.0,0.0,2.0,4.0,2,15.0
3651,0.0,0.0,16.0,32.0,3.0,0.0,1.0,0.0,2,13.0
3920,0.0,0.0,77.0,92.0,1.0,0.0,0.0,1.0,1,15.0
5973,0.0,0.0,26.0,10.0,3.0,0.0,0.0,0.0,2,15.0
4251,0.0,0.0,40.0,12.0,4.0,0.0,1.0,0.0,3,14.0
1507,1.0,0.0,21.0,47.0,2.0,0.0,0.0,1.0,2,15.0
2425,1.0,0.0,72.0,20.0,0.0,0.0,0.0,0.0,2,14.0
3911,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1,2.0
1241,1.0,0.0,47.0,20.0,0.0,0.0,0.0,0.0,1,5.0
2685,0.0,0.0,74.0,30.0,1.0,2.0,0.0,0.0,2,15.0
2843,0.0,0.0,9.0,12.0,0.0,2.0,2.0,0.0,2,5.0
6790,0.0,0.0,38.0,6.0,1.0,1.0,1.0,2.0,2,13.0
5900,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,2,2.0
4193,0.0,0.0,64.0,47.0,0.0,0.0,0.0,0.0,2,15.0
5532,0.0,0.0,63.0,41.0,0.0,0.0,0.0,0.0,1,15.0
3088,0.0,0.0,32.0,33.0,0.0,4.0,3.0,0.0,3,7.0
6358,0.0,0.0,29.0,21.0,7.0,1.0,2.0,0.0,4,15.0
7377,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,4,1.0
1751,1.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,3,3.0
2849,2.0,0.0,22.0,13.0,0.0,0.0,1.0,0.0,2,2.0
5668,0.0,0.0,4.0,16.0,1.0,0.0,1.0,0.0,2,3.0
5099,1.0,0.0,14.0,11.0,1.0,0.0,0.0,1.0,3,2.0
2499,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,1,1.0
2588,1.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,1,2.0
6263,0.0,0.0,134.0,51.0,0.0,1.0,0.0,0.0,2,15.0
5746,0.0,1.0,27.0,28.0,6.0,0.0,2.0,1.0,2,15.0
714,0.0,0.0,18.0,20.0,2.0,0.0,2.0,0.0,3,8.0
3072,0.0,0.0,54.0,38.0,1.0,0.0,0.0,0.0,1,15.0
6348,0.0,0.0,17.0,13.0,2.0,0.0,8.0,0.0,2,4.0
7132,1.0,0.0,12.0,7.0,0.0,0.0,0.0,1.0,4,3.0
72,0.0,1.0,70.0,23.0,3.0,2.0,0.0,0.0,2,15.0
4488,0.0,0.0,48.0,33.0,1.0,0.0,1.0,0.0,2,8.0
